league,match_date_utc,home_team_fixture,away_team_fixture,status,match_key,sport_key,commence_time,home_team_odds,away_team_odds,bookmaker,market_type,selection_name,decimal_odds
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Betfair,H2H,Draw,3.35
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Betsson,H2H,Espanyol,3.7
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Betsson,H2H,Rayo Vallecano,2.12
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Betsson,H2H,Draw,3.25
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Nordic Bet,H2H,Espanyol,3.7
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Nordic Bet,H2H,Rayo Vallecano,2.12
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Nordic Bet,H2H,Draw,3.25
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Unibet (SE),H2H,Espanyol,3.75
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Unibet (SE),H2H,Rayo Vallecano,2.16
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Unibet (SE),H2H,Draw,3.3
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,PMU (FR),H2H,Espanyol,3.6
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,PMU (FR),H2H,Rayo Vallecano,2.07
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,PMU (FR),H2H,Draw,3.2
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Unibet (NL),H2H,Espanyol,3.75
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Unibet (NL),H2H,Rayo Vallecano,2.15
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Unibet (NL),H2H,Draw,3.35
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,LeoVegas (SE),H2H,Espanyol,3.65
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,LeoVegas (SE),H2H,Rayo Vallecano,2.1
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,LeoVegas (SE),H2H,Draw,3.2
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,BetOnline.ag,H2H,Espanyol,3.92
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,BetOnline.ag,H2H,Rayo Vallecano,2.12
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,BetOnline.ag,H2H,Draw,3.25
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Coolbet,H2H,Espanyol,4.1
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Coolbet,H2H,Rayo Vallecano,2.1
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Coolbet,H2H,Draw,3.22
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Matchbook,H2H,Espanyol,4.1
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Matchbook,H2H,Rayo Vallecano,2.18
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Matchbook,H2H,Draw,3.3
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Everygame,H2H,Espanyol,3.85
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Everygame,H2H,Rayo Vallecano,2.05
Primera Division,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,TIMED,Rayo Vallecano vs Espanyol,soccer_spain_la_liga,2026-04-23T18:00:00Z,Rayo Vallecano,Espanyol,Everygame,H2H,Draw,3.1
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (FR),H2H,Oviedo,3.6
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (FR),H2H,Villarreal,2.05
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (FR),H2H,Draw,3.4
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Pinnacle,H2H,Oviedo,3.67
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Pinnacle,H2H,Villarreal,2.15
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Pinnacle,H2H,Draw,3.38
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,1xBet,H2H,Oviedo,3.78
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,1xBet,H2H,Villarreal,2.18
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,1xBet,H2H,Draw,3.41
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Codere (IT),H2H,Oviedo,3.55
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Codere (IT),H2H,Villarreal,2.11
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Codere (IT),H2H,Draw,3.4
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,William Hill,H2H,Oviedo,3.4
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,William Hill,H2H,Villarreal,2.05
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,William Hill,H2H,Draw,3.4
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (DE),H2H,Oviedo,3.5
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (DE),H2H,Villarreal,2.05
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (DE),H2H,Draw,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (FR),H2H,Oviedo,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (FR),H2H,Villarreal,2.05
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Winamax (FR),H2H,Draw,3.35
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Tipico,H2H,Oviedo,3.6
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Tipico,H2H,Villarreal,2.05
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Tipico,H2H,Draw,3.4
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Marathon Bet,H2H,Oviedo,3.72
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Marathon Bet,H2H,Villarreal,2.15
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Marathon Bet,H2H,Draw,3.36
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betclic (FR),H2H,Oviedo,3.53
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betclic (FR),H2H,Villarreal,2.07
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betclic (FR),H2H,Draw,3.4
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betfair,H2H,Oviedo,3.7
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betfair,H2H,Villarreal,2.22
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betfair,H2H,Draw,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betsson,H2H,Oviedo,3.55
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betsson,H2H,Villarreal,2.08
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Betsson,H2H,Draw,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Nordic Bet,H2H,Oviedo,3.55
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Nordic Bet,H2H,Villarreal,2.08
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Nordic Bet,H2H,Draw,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (SE),H2H,Oviedo,3.8
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (SE),H2H,Villarreal,2.1
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (SE),H2H,Draw,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,PMU (FR),H2H,Oviedo,3.6
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,PMU (FR),H2H,Villarreal,2.02
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,PMU (FR),H2H,Draw,3.3
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (NL),H2H,Oviedo,3.8
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (NL),H2H,Villarreal,2.1
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Unibet (NL),H2H,Draw,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,LeoVegas (SE),H2H,Oviedo,3.65
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,LeoVegas (SE),H2H,Villarreal,2.04
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,LeoVegas (SE),H2H,Draw,3.3
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,BetOnline.ag,H2H,Oviedo,3.72
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,BetOnline.ag,H2H,Villarreal,2.1
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,BetOnline.ag,H2H,Draw,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Coolbet,H2H,Oviedo,3.7
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Coolbet,H2H,Villarreal,2.15
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Coolbet,H2H,Draw,3.4
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Matchbook,H2H,Oviedo,3.7
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Matchbook,H2H,Villarreal,2.22
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Matchbook,H2H,Draw,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Everygame,H2H,Oviedo,3.45
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Everygame,H2H,Villarreal,2.05
Primera Division,2026-04-23T19:30:00Z,Oviedo,Villarreal,TIMED,Oviedo vs Villarreal,soccer_spain_la_liga,2026-04-23T19:30:00Z,Oviedo,Villarreal,Everygame,H2H,Draw,3.2
